n_agents,shape,conclusion,steps
10,wheel,1.0,537
10,complete,1.0,136
5,cycle,0.0,84
5,wheel,1.0,301
5,complete,1.0,104
6,cycle,1.0,185
6,wheel,1.0,1156
6,complete,1.0,118
7,cycle,1.0,863
7,wheel,1.0,178
7,complete,1.0,241
8,cycle,1.0,792
8,wheel,1.0,259
8,complete,1.0,155
9,cycle,1.0,949
9,wheel,1.0,252
9,complete,1.0,220
10,cycle,1.0,301
10,wheel,1.0,271
10,complete,1.0,36
5,cycle,1.0,760
5,wheel,1.0,261
5,complete,1.0,90
6,cycle,0.0,5
6,wheel,1.0,58
6,complete,1.0,157
7,cycle,1.0,561
7,wheel,1.0,474
7,complete,1.0,180
8,cycle,1.0,609
8,wheel,1.0,105
8,complete,1.0,60
9,cycle,1.0,1266
9,wheel,1.0,291
9,complete,1.0,294
10,cycle,1.0,1079
10,wheel,1.0,415
10,complete,1.0,96
5,cycle,1.0,318
5,wheel,0.0,118
5,complete,1.0,182
6,cycle,1.0,457
6,wheel,1.0,235
6,complete,1.0,296
7,cycle,1.0,477
7,wheel,1.0,392
7,complete,1.0,165
8,cycle,0.0,16
8,wheel,1.0,484
8,complete,1.0,372
9,cycle,1.0,880
9,wheel,1.0,162
9,complete,1.0,214
10,cycle,1.0,808
10,wheel,1.0,493
10,complete,1.0,60
5,cycle,1.0,137
5,wheel,1.0,247
5,complete,1.0,183
6,cycle,1.0,500
6,wheel,1.0,234
6,complete,1.0,67
7,cycle,1.0,864
7,wheel,1.0,239
7,complete,1.0,110
8,cycle,1.0,786
8,wheel,1.0,304
8,complete,1.0,70
9,cycle,1.0,499
9,wheel,1.0,638
9,complete,1.0,116
10,cycle,1.0,551
10,wheel,1.0,114
10,complete,1.0,166
5,cycle,1.0,807
5,wheel,1.0,153
5,complete,1.0,122
6,cycle,1.0,365
6,wheel,1.0,219
6,complete,1.0,243
7,cycle,1.0,737
7,wheel,1.0,328
7,complete,1.0,140
8,cycle,1.0,534
8,wheel,1.0,149
8,complete,0.0,91
9,cycle,1.0,204
9,wheel,1.0,323
9,complete,1.0,101
10,cycle,1.0,672
10,wheel,1.0,464
10,complete,0.0,275
5,cycle,1.0,236
5,wheel,1.0,309
5,complete,0.0,151
6,cycle,1.0,372
6,wheel,0.0,178
6,complete,1.0,108
7,cycle,1.0,1242
7,wheel,1.0,298
7,complete,1.0,324
8,cycle,1.0,397
8,wheel,1.0,126
8,complete,1.0,268
9,cycle,1.0,555
9,wheel,1.0,595
9,complete,1.0,95
10,cycle,1.0,740
10,wheel,1.0,165
10,complete,0.0,22
5,cycle,1.0,361
5,wheel,0.0,352
5,complete,1.0,217
6,cycle,1.0,655
6,wheel,1.0,280
6,complete,0.0,265
7,cycle,1.0,374
7,wheel,1.0,209
7,complete,1.0,91
8,cycle,0.0,8
8,wheel,1.0,601
8,complete,1.0,75
9,cycle,1.0,441
9,wheel,1.0,601
9,complete,1.0,152
10,cycle,1.0,829
10,wheel,1.0,447
10,complete,0.0,15
5,cycle,1.0,669
5,wheel,1.0,434
5,complete,1.0,122
6,cycle,0.0,159
6,wheel,0.0,106
6,complete,1.0,221
7,cycle,1.0,360
7,wheel,1.0,156
7,complete,1.0,169
8,cycle,1.0,361
8,wheel,0.0,5
8,complete,1.0,290
9,cycle,1.0,1088
9,wheel,1.0,268
9,complete,1.0,126
10,cycle,1.0,979
10,wheel,1.0,1354
10,complete,1.0,85
5,cycle,1.0,335
5,wheel,0.0,68
5,complete,1.0,589
6,cycle,1.0,273
6,wheel,1.0,169
6,complete,0.0,81
7,cycle,1.0,453
7,wheel,1.0,189
7,complete,0.0,2
8,cycle,1.0,357
8,wheel,1.0,1200
8,complete,0.0,1
9,cycle,1.0,448
9,wheel,1.0,674
9,complete,1.0,64
10,cycle,1.0,1010
10,wheel,1.0,187
10,complete,1.0,89
5,cycle,1.0,221
5,wheel,1.0,412
5,complete,1.0,143
6,cycle,1.0,319
6,wheel,0.0,25
6,complete,1.0,180
7,cycle,1.0,519
7,wheel,1.0,394
7,complete,1.0,239
8,cycle,1.0,767
8,wheel,0.0,58
8,complete,1.0,116
9,cycle,1.0,443
9,wheel,1.0,92
9,complete,0.0,480
10,cycle,1.0,882
10,wheel,1.0,71
10,complete,1.0,145
5,cycle,1.0,715
5,wheel,1.0,692
5,complete,1.0,219
6,cycle,1.0,892
6,wheel,1.0,696
6,complete,1.0,234
7,cycle,1.0,799
7,wheel,1.0,412
7,complete,1.0,51
8,cycle,1.0,847
8,wheel,1.0,172
8,complete,1.0,142
9,cycle,1.0,387
9,wheel,1.0,467
9,complete,0.0,54
10,cycle,1.0,556
10,wheel,1.0,112
10,complete,1.0,214
5,cycle,1.0,455
5,wheel,1.0,349
5,complete,1.0,99
6,cycle,1.0,1001
6,wheel,1.0,115
6,complete,1.0,288
7,cycle,1.0,943
7,wheel,1.0,303
7,complete,1.0,423
8,cycle,1.0,1125
8,wheel,1.0,257
8,complete,1.0,104
9,cycle,1.0,944
9,wheel,1.0,264
9,complete,1.0,82
10,cycle,1.0,294
10,wheel,1.0,357
10,complete,1.0,280
5,cycle,1.0,580
5,wheel,1.0,188
5,complete,1.0,211
6,cycle,1.0,370
6,wheel,1.0,114
6,complete,0.0,20
7,cycle,1.0,911
7,wheel,1.0,174
7,complete,0.0,27
8,cycle,0.0,180
8,wheel,0.0,53
8,complete,1.0,322
9,cycle,1.0,413
9,wheel,1.0,286
9,complete,1.0,38
10,cycle,1.0,326
10,wheel,1.0,737
10,complete,1.0,87
5,cycle,1.0,435
5,wheel,1.0,260
5,complete,1.0,141
6,cycle,1.0,1208
6,wheel,1.0,229
6,complete,1.0,148
7,cycle,1.0,1333
7,wheel,0.0,90
7,complete,0.0,574
8,cycle,1.0,614
8,wheel,1.0,466
8,complete,1.0,127
9,cycle,1.0,642
9,wheel,1.0,231
9,complete,1.0,98
10,cycle,1.0,699
10,wheel,1.0,308
10,complete,0.0,149
5,cycle,1.0,790
5,wheel,1.0,418
5,complete,0.0,39
6,cycle,1.0,461
6,wheel,0.0,1
6,complete,0.0,1
7,cycle,1.0,560
7,wheel,1.0,585
7,complete,1.0,92
8,cycle,1.0,1142
8,wheel,1.0,703
8,complete,1.0,156
9,cycle,1.0,636
9,wheel,1.0,727
9,complete,1.0,174
10,cycle,1.0,855
10,wheel,1.0,332
10,complete,1.0,72
5,cycle,1.0,216
5,wheel,1.0,639
5,complete,1.0,113
6,cycle,1.0,519
6,wheel,1.0,787
6,complete,1.0,43
7,cycle,1.0,950
7,wheel,1.0,628
7,complete,1.0,155
8,cycle,1.0,995
8,wheel,1.0,1259
8,complete,1.0,61
9,cycle,1.0,816
9,wheel,1.0,405
9,complete,1.0,87
10,cycle,1.0,450
10,wheel,1.0,261
10,complete,0.0,20
5,cycle,1.0,382
5,wheel,0.0,1
5,complete,1.0,207
6,cycle,1.0,990
6,wheel,1.0,348
6,complete,1.0,206
7,cycle,0.0,27
7,wheel,1.0,246
7,complete,1.0,104
8,cycle,1.0,1555
8,wheel,1.0,357
8,complete,1.0,58
9,cycle,1.0,822
9,wheel,1.0,291
9,complete,1.0,118
10,cycle,1.0,1144
10,wheel,1.0,758
10,complete,1.0,63
5,cycle,1.0,529
5,wheel,1.0,132
5,complete,0.0,19
6,cycle,1.0,677
6,wheel,1.0,273
6,complete,1.0,396
7,cycle,1.0,761
7,wheel,1.0,479
7,complete,1.0,144
8,cycle,1.0,165
8,wheel,1.0,207
8,complete,1.0,116
9,cycle,1.0,946
9,wheel,1.0,384
9,complete,1.0,136
10,cycle,1.0,777
10,wheel,1.0,497
10,complete,1.0,64
5,cycle,1.0,652
5,wheel,1.0,108
5,complete,1.0,77
6,cycle,1.0,399
6,wheel,0.0,33
6,complete,1.0,126
7,cycle,1.0,653
7,wheel,0.0,14
7,complete,1.0,308
8,cycle,1.0,529
8,wheel,1.0,229
8,complete,1.0,113
9,cycle,1.0,308
9,wheel,1.0,404
9,complete,1.0,38
10,cycle,1.0,645
10,wheel,1.0,387
10,complete,1.0,170
5,cycle,1.0,485
5,wheel,1.0,538
5,complete,1.0,328
6,cycle,1.0,424
6,wheel,1.0,408
6,complete,1.0,206
7,cycle,1.0,299
7,wheel,1.0,229
7,complete,1.0,66
8,cycle,1.0,723
8,wheel,1.0,305
8,complete,1.0,47
9,cycle,1.0,1027
9,wheel,1.0,179
9,complete,0.0,68
10,cycle,1.0,614
10,wheel,1.0,431
10,complete,1.0,193
5,cycle,1.0,1064
5,wheel,1.0,343
5,complete,0.0,3
6,cycle,1.0,411
6,wheel,1.0,114
6,complete,1.0,106
7,cycle,0.0,14
7,wheel,1.0,228
7,complete,1.0,213
8,cycle,1.0,542
8,wheel,1.0,454
8,complete,1.0,132
9,cycle,1.0,699
9,wheel,1.0,222
9,complete,1.0,118
10,cycle,1.0,1126
10,wheel,1.0,535
10,complete,1.0,113
5,cycle,1.0,392
5,wheel,1.0,567
5,complete,1.0,193
6,cycle,1.0,414
6,wheel,1.0,301
6,complete,1.0,33
7,cycle,1.0,136
7,wheel,1.0,528
7,complete,1.0,183
8,cycle,1.0,422
8,wheel,1.0,319
8,complete,1.0,112
9,cycle,1.0,168
9,wheel,1.0,501
9,complete,1.0,137
10,cycle,1.0,757
10,wheel,1.0,387
10,complete,1.0,75
5,cycle,1.0,355
5,wheel,1.0,196
5,complete,1.0,53
6,cycle,1.0,896
6,wheel,1.0,142
6,complete,1.0,137
7,cycle,1.0,1399
7,wheel,0.0,171
7,complete,0.0,265
8,cycle,1.0,907
8,wheel,0.0,56
8,complete,1.0,152
9,cycle,1.0,1642
9,wheel,1.0,193
9,complete,1.0,201
10,cycle,1.0,1549
10,wheel,1.0,290
10,complete,1.0,82
5,cycle,0.0,19
5,wheel,1.0,104
5,complete,0.0,127
6,cycle,1.0,286
6,wheel,1.0,141
6,complete,1.0,53
7,cycle,1.0,507
7,wheel,1.0,262
7,complete,0.0,125
8,cycle,1.0,143
8,wheel,1.0,214
8,complete,0.0,62
9,cycle,1.0,1868
9,wheel,1.0,263
9,complete,1.0,161
10,cycle,1.0,598
10,wheel,1.0,382
10,complete,1.0,83
5,cycle,1.0,389
5,wheel,1.0,80
5,complete,1.0,86
6,cycle,1.0,383
6,wheel,1.0,251
6,complete,1.0,261
7,cycle,1.0,1353
7,wheel,1.0,354
7,complete,1.0,152
8,cycle,1.0,1405
8,wheel,1.0,969
8,complete,1.0,141
9,cycle,1.0,324
9,wheel,1.0,485
9,complete,0.0,109
10,cycle,1.0,314
10,wheel,1.0,331
10,complete,0.0,8
5,cycle,1.0,434
5,wheel,0.0,1
5,complete,1.0,115
6,cycle,1.0,749
6,wheel,1.0,485
6,complete,1.0,206
7,cycle,1.0,423
7,wheel,1.0,235
7,complete,1.0,160
8,cycle,1.0,567
8,wheel,1.0,475
8,complete,1.0,53
9,cycle,1.0,990
9,wheel,1.0,839
9,complete,1.0,60
10,cycle,1.0,329
10,wheel,1.0,305
10,complete,1.0,58
5,cycle,1.0,531
5,wheel,1.0,367
5,complete,0.0,21
6,cycle,1.0,304
6,wheel,0.0,19
6,complete,1.0,77
7,cycle,1.0,415
7,wheel,1.0,878
7,complete,1.0,154
8,cycle,1.0,1772
8,wheel,1.0,816
8,complete,0.0,6
9,cycle,1.0,202
9,wheel,1.0,221
9,complete,1.0,102
10,cycle,1.0,874
10,wheel,0.0,14
10,complete,1.0,98
5,cycle,1.0,407
5,wheel,1.0,237
5,complete,1.0,520
6,cycle,0.0,2
6,wheel,1.0,368
6,complete,1.0,86
7,cycle,1.0,684
7,wheel,1.0,336
7,complete,1.0,92
8,cycle,1.0,442
8,wheel,1.0,486
8,complete,1.0,139
9,cycle,1.0,639
9,wheel,0.0,116
9,complete,0.0,55
10,cycle,1.0,605
10,wheel,1.0,1077
10,complete,1.0,156
5,cycle,1.0,435
5,wheel,1.0,357
5,complete,1.0,372
6,cycle,1.0,229
6,wheel,1.0,272
6,complete,1.0,164
7,cycle,1.0,216
7,wheel,1.0,187
7,complete,1.0,234
8,cycle,1.0,352
8,wheel,1.0,193
8,complete,0.0,90
9,cycle,1.0,1431
9,wheel,1.0,170
9,complete,1.0,104
10,cycle,1.0,603
10,wheel,1.0,917
10,complete,0.0,91
5,cycle,0.0,156
5,wheel,0.0,1
5,complete,1.0,47
6,cycle,1.0,316
6,wheel,1.0,241
6,complete,1.0,65
7,cycle,1.0,222
7,wheel,1.0,243
7,complete,1.0,40
8,cycle,1.0,1155
8,wheel,1.0,530
8,complete,1.0,32
9,cycle,1.0,422
9,wheel,1.0,754
9,complete,1.0,168
10,cycle,1.0,1091
10,wheel,1.0,151
10,complete,1.0,50
5,cycle,1.0,498
5,wheel,1.0,145
5,complete,0.0,11
6,cycle,0.0,50
6,wheel,1.0,386
6,complete,1.0,126
7,cycle,1.0,243
7,wheel,1.0,475
7,complete,1.0,162
8,cycle,1.0,1110
8,wheel,1.0,268
8,complete,1.0,100
9,cycle,1.0,1357
9,wheel,1.0,295
9,complete,1.0,130
10,cycle,1.0,869
10,wheel,1.0,296
10,complete,1.0,143
5,cycle,1.0,549
5,wheel,0.0,232
5,complete,1.0,71
6,cycle,1.0,194
6,wheel,1.0,682
6,complete,1.0,200
7,cycle,0.0,62
7,wheel,1.0,240
7,complete,1.0,219
8,cycle,1.0,423
8,wheel,0.0,103
8,complete,1.0,96
9,cycle,1.0,338
9,wheel,1.0,340
9,complete,1.0,394
10,cycle,1.0,533
10,wheel,1.0,406
10,complete,1.0,137
5,cycle,1.0,241
5,wheel,0.0,9
5,complete,1.0,269
6,cycle,1.0,455
6,wheel,1.0,504
6,complete,1.0,74
7,cycle,1.0,239
7,wheel,1.0,259
7,complete,1.0,322
8,cycle,1.0,762
8,wheel,1.0,289
8,complete,1.0,49
9,cycle,1.0,310
9,wheel,1.0,365
9,complete,1.0,88
10,cycle,1.0,1313
10,wheel,1.0,577
10,complete,1.0,125
5,cycle,1.0,1145
5,wheel,1.0,188
5,complete,1.0,624
6,cycle,0.0,22
6,wheel,1.0,179
6,complete,1.0,80
7,cycle,0.0,1
7,wheel,1.0,291
7,complete,1.0,646
8,cycle,1.0,997
8,wheel,0.0,211
8,complete,0.0,95
9,cycle,1.0,1001
9,wheel,1.0,973
9,complete,1.0,166
10,cycle,1.0,1311
10,wheel,1.0,230
10,complete,1.0,84
5,cycle,1.0,325
5,wheel,0.0,5
5,complete,1.0,121
6,cycle,1.0,218
6,wheel,1.0,463
6,complete,1.0,107
7,cycle,1.0,480
7,wheel,1.0,308
7,complete,1.0,398
8,cycle,1.0,1057
8,wheel,1.0,271
8,complete,1.0,61
9,cycle,1.0,360
9,wheel,1.0,606
9,complete,1.0,69
10,cycle,1.0,942
10,wheel,1.0,179
10,complete,1.0,106
5,cycle,1.0,699
5,wheel,0.0,1
5,complete,0.0,35
6,cycle,1.0,206
6,wheel,1.0,217
6,complete,0.0,32
7,cycle,1.0,322
7,wheel,1.0,342
7,complete,1.0,56
8,cycle,1.0,997
8,wheel,1.0,362
8,complete,1.0,243
9,cycle,1.0,745
9,wheel,1.0,356
9,complete,1.0,112
10,cycle,1.0,126
10,wheel,1.0,437
10,complete,1.0,123
5,cycle,0.0,211
5,wheel,0.0,248
5,complete,1.0,78
6,cycle,1.0,271
6,wheel,1.0,649
6,complete,1.0,276
7,cycle,1.0,385
7,wheel,1.0,314
7,complete,1.0,95
8,cycle,1.0,882
8,wheel,1.0,402
8,complete,1.0,228
9,cycle,1.0,3134
9,wheel,1.0,293
9,complete,1.0,229
10,cycle,1.0,809
10,wheel,1.0,852
10,complete,1.0,65
5,cycle,1.0,210
5,wheel,1.0,158
5,complete,1.0,383
6,cycle,1.0,624
6,wheel,0.0,100
6,complete,1.0,76
7,cycle,1.0,406
7,wheel,0.0,42
7,complete,1.0,329
8,cycle,1.0,697
8,wheel,1.0,239
8,complete,1.0,70
9,cycle,1.0,627
9,wheel,1.0,149
9,complete,1.0,135
10,cycle,1.0,641
10,wheel,1.0,176
10,complete,1.0,154
5,cycle,1.0,251
5,wheel,1.0,125
5,complete,1.0,133
6,cycle,1.0,306
6,wheel,1.0,203
6,complete,1.0,92
7,cycle,1.0,638
7,wheel,1.0,559
7,complete,1.0,207
8,cycle,1.0,986
8,wheel,1.0,232
8,complete,1.0,101
9,cycle,1.0,1160
9,wheel,1.0,361
9,complete,1.0,91
10,cycle,1.0,630
10,wheel,1.0,485
10,complete,0.0,53
5,cycle,1.0,768
5,wheel,1.0,171
5,complete,1.0,258
6,cycle,1.0,159
6,wheel,1.0,107
6,complete,0.0,44
7,cycle,1.0,437
7,wheel,1.0,294
7,complete,0.0,67
8,cycle,1.0,731
8,wheel,1.0,397
8,complete,1.0,58
9,cycle,1.0,299
9,wheel,1.0,977
9,complete,1.0,21
10,cycle,1.0,727
10,wheel,1.0,230
10,complete,1.0,261
5,cycle,1.0,1067
5,wheel,1.0,585
5,complete,0.0,9
6,cycle,1.0,443
6,wheel,1.0,85
6,complete,0.0,104
7,cycle,1.0,617
7,wheel,1.0,311
7,complete,1.0,134
8,cycle,1.0,1843
8,wheel,1.0,70
8,complete,1.0,111
9,cycle,1.0,658
9,wheel,1.0,308
9,complete,1.0,80
10,cycle,1.0,996
10,wheel,1.0,531
10,complete,1.0,85
5,cycle,1.0,70
5,wheel,1.0,125
5,complete,1.0,645
6,cycle,1.0,222
6,wheel,1.0,568
6,complete,1.0,148
7,cycle,1.0,280
7,wheel,1.0,68
7,complete,1.0,159
8,cycle,1.0,287
8,wheel,1.0,377
8,complete,1.0,48
9,cycle,1.0,589
9,wheel,1.0,165
9,complete,1.0,67
10,cycle,1.0,599
10,wheel,1.0,224
10,complete,1.0,82
5,cycle,1.0,141
5,wheel,1.0,639
5,complete,1.0,238
6,cycle,1.0,551
6,wheel,1.0,167
6,complete,1.0,96
7,cycle,1.0,359
7,wheel,1.0,303
7,complete,0.0,43
8,cycle,1.0,1402
8,wheel,1.0,251
8,complete,1.0,88
9,cycle,1.0,1058
9,wheel,1.0,399
9,complete,1.0,121
10,cycle,1.0,787
10,wheel,0.0,294
10,complete,1.0,46
5,cycle,1.0,196
5,wheel,1.0,301
5,complete,0.0,141
6,cycle,1.0,688
6,wheel,1.0,88
6,complete,1.0,260
7,cycle,1.0,1484
7,wheel,1.0,231
7,complete,1.0,179
8,cycle,1.0,570
8,wheel,1.0,176
8,complete,1.0,71
9,cycle,1.0,910
9,wheel,0.0,14
9,complete,1.0,48
10,cycle,0.0,40
10,wheel,1.0,189
10,complete,0.0,63
5,cycle,1.0,238
5,wheel,0.0,66
5,complete,0.0,45
6,cycle,1.0,709
6,wheel,1.0,68
6,complete,1.0,171
7,cycle,1.0,548
7,wheel,1.0,124
7,complete,1.0,107
8,cycle,0.0,1
8,wheel,1.0,537
8,complete,0.0,18
9,cycle,1.0,984
9,wheel,1.0,215
9,complete,1.0,73
10,cycle,1.0,2434
10,wheel,1.0,196
10,complete,1.0,153
5,cycle,1.0,682
5,wheel,1.0,891
5,complete,0.0,173
6,cycle,1.0,1434
6,wheel,1.0,366
6,complete,1.0,76
7,cycle,1.0,217
7,wheel,1.0,315
7,complete,1.0,159
8,cycle,1.0,1309
8,wheel,1.0,159
8,complete,1.0,199
9,cycle,0.0,265
9,wheel,1.0,366
9,complete,1.0,525
10,cycle,1.0,1344
10,wheel,1.0,228
10,complete,1.0,74
5,cycle,1.0,547
5,wheel,0.0,1
5,complete,0.0,84
6,cycle,1.0,674
6,wheel,1.0,385
6,complete,1.0,190
7,cycle,1.0,1102
7,wheel,1.0,496
7,complete,1.0,86
8,cycle,1.0,168
8,wheel,1.0,163
8,complete,1.0,94
9,cycle,1.0,397
9,wheel,0.0,70
9,complete,1.0,160
10,cycle,1.0,1482
10,wheel,1.0,735
10,complete,1.0,100
5,cycle,1.0,705
5,wheel,0.0,29
5,complete,0.0,1
6,cycle,1.0,346
6,wheel,1.0,165
6,complete,0.0,29
7,cycle,1.0,144
7,wheel,1.0,248
7,complete,0.0,29
8,cycle,1.0,449
8,wheel,1.0,144
8,complete,1.0,276
9,cycle,1.0,724
9,wheel,1.0,264
9,complete,1.0,83
10,cycle,1.0,710
10,wheel,1.0,332
10,complete,1.0,120
5,cycle,1.0,307
5,wheel,1.0,365
5,complete,1.0,144
6,cycle,1.0,439
6,wheel,1.0,321
6,complete,1.0,165
7,cycle,1.0,339
7,wheel,1.0,495
7,complete,1.0,115
8,cycle,1.0,538
8,wheel,0.0,32
8,complete,1.0,31
9,cycle,1.0,652
9,wheel,1.0,470
9,complete,1.0,208
10,cycle,1.0,545
10,wheel,1.0,111
10,complete,1.0,58
5,cycle,1.0,353
5,wheel,1.0,454
5,complete,1.0,124
6,cycle,1.0,654
6,wheel,1.0,1004
6,complete,1.0,45
7,cycle,1.0,1405
7,wheel,1.0,303
7,complete,1.0,119
8,cycle,1.0,361
8,wheel,0.0,5
8,complete,1.0,98
9,cycle,1.0,1137
9,wheel,1.0,521
9,complete,1.0,144
10,cycle,1.0,553
10,wheel,1.0,225
10,complete,0.0,171
5,cycle,1.0,249
5,wheel,1.0,197
5,complete,1.0,122
6,cycle,1.0,1342
6,wheel,1.0,208
6,complete,1.0,117
7,cycle,1.0,980
7,wheel,1.0,284
7,complete,1.0,67
8,cycle,1.0,671
8,wheel,1.0,180
8,complete,1.0,96
9,cycle,1.0,619
9,wheel,1.0,275
9,complete,1.0,141
10,cycle,1.0,1012
10,wheel,1.0,209
10,complete,1.0,78
5,cycle,1.0,634
5,wheel,1.0,176
5,complete,1.0,390
6,cycle,0.0,378
6,wheel,1.0,140
6,complete,1.0,322
7,cycle,1.0,580
7,wheel,1.0,123
7,complete,1.0,133
8,cycle,1.0,1122
8,wheel,1.0,255
8,complete,1.0,135
9,cycle,1.0,709
9,wheel,1.0,215
9,complete,1.0,329
10,cycle,1.0,2331
10,wheel,1.0,784
10,complete,1.0,54
5,cycle,1.0,744
5,wheel,1.0,543
5,complete,1.0,78
6,cycle,1.0,285
6,wheel,1.0,346
6,complete,0.0,172
7,cycle,1.0,366
7,wheel,1.0,176
7,complete,1.0,234
8,cycle,1.0,617
8,wheel,0.0,124
8,complete,1.0,43
9,cycle,1.0,1231
9,wheel,1.0,264
9,complete,0.0,45
10,cycle,1.0,1759
10,wheel,1.0,545
10,complete,1.0,138
5,cycle,1.0,315
5,wheel,0.0,27
5,complete,1.0,356
6,cycle,1.0,233
6,wheel,0.0,36
6,complete,1.0,289
7,cycle,1.0,540
7,wheel,1.0,375
7,complete,1.0,175
8,cycle,0.0,19
8,wheel,1.0,158
8,complete,0.0,3
9,cycle,1.0,940
9,wheel,1.0,424
9,complete,1.0,85
10,cycle,1.0,1056
10,wheel,1.0,532
10,complete,0.0,51
5,cycle,0.0,1
5,wheel,1.0,360
5,complete,0.0,129
6,cycle,1.0,1041
6,wheel,1.0,617
6,complete,0.0,74
7,cycle,1.0,181
7,wheel,1.0,61
7,complete,1.0,147
8,cycle,1.0,454
8,wheel,1.0,308
8,complete,1.0,227
9,cycle,1.0,671
9,wheel,1.0,680
9,complete,1.0,52
10,cycle,1.0,928
10,wheel,1.0,468
10,complete,1.0,160
5,cycle,1.0,491
5,wheel,0.0,56
5,complete,0.0,10
6,cycle,1.0,1025
6,wheel,1.0,373
6,complete,1.0,162
7,cycle,1.0,610
7,wheel,1.0,609
7,complete,1.0,134
8,cycle,1.0,392
8,wheel,1.0,772
8,complete,1.0,129
9,cycle,1.0,3367
9,wheel,1.0,316
9,complete,0.0,83
10,cycle,1.0,238
10,wheel,1.0,624
10,complete,1.0,240
5,cycle,1.0,98
5,wheel,1.0,157
5,complete,1.0,221
6,cycle,1.0,582
6,wheel,1.0,207
6,complete,1.0,134
7,cycle,1.0,1674
7,wheel,1.0,240
7,complete,1.0,298
8,cycle,1.0,541
8,wheel,1.0,294
8,complete,1.0,83
9,cycle,1.0,1029
9,wheel,1.0,282
9,complete,1.0,155
10,cycle,1.0,1024
10,wheel,1.0,251
10,complete,0.0,98
5,cycle,1.0,329
5,wheel,1.0,283
5,complete,1.0,218
6,cycle,0.0,26
6,wheel,1.0,691
6,complete,1.0,84
7,cycle,1.0,306
7,wheel,1.0,320
7,complete,1.0,159
8,cycle,1.0,776
8,wheel,0.0,80
8,complete,1.0,42
9,cycle,0.0,67
9,wheel,1.0,509
9,complete,1.0,54
10,cycle,1.0,552
10,wheel,1.0,438
10,complete,1.0,33
5,cycle,0.0,108
5,wheel,1.0,193
5,complete,1.0,225
6,cycle,1.0,297
6,wheel,0.0,1
6,complete,1.0,96
7,cycle,1.0,690
7,wheel,1.0,409
7,complete,1.0,31
8,cycle,1.0,994
8,wheel,1.0,137
8,complete,1.0,93
9,cycle,1.0,1635
9,wheel,1.0,598
9,complete,1.0,26
10,cycle,1.0,1807
10,wheel,1.0,402
10,complete,1.0,126
5,cycle,0.0,1
5,wheel,1.0,302
5,complete,1.0,121
6,cycle,1.0,423
6,wheel,1.0,757
6,complete,1.0,78
7,cycle,1.0,368
7,wheel,1.0,638
7,complete,1.0,143
8,cycle,1.0,539
8,wheel,1.0,548
8,complete,0.0,8
9,cycle,1.0,988
9,wheel,0.0,39
9,complete,1.0,119
10,cycle,1.0,1238
10,wheel,1.0,456
10,complete,1.0,110
5,cycle,1.0,1126
5,wheel,0.0,1
5,complete,1.0,153
6,cycle,1.0,162
6,wheel,1.0,307
6,complete,1.0,111
7,cycle,1.0,569
7,wheel,1.0,216
7,complete,1.0,74
8,cycle,1.0,510
8,wheel,1.0,249
8,complete,1.0,59
9,cycle,1.0,455
9,wheel,1.0,320
9,complete,0.0,52
10,cycle,1.0,861
10,wheel,1.0,525
10,complete,1.0,64
5,cycle,1.0,706
5,wheel,1.0,152
5,complete,1.0,225
6,cycle,1.0,611
6,wheel,1.0,1340
6,complete,1.0,152
7,cycle,1.0,1436
7,wheel,1.0,151
7,complete,1.0,213
8,cycle,1.0,543
8,wheel,1.0,478
8,complete,1.0,204
9,cycle,1.0,245
9,wheel,1.0,291
9,complete,1.0,36
10,cycle,1.0,680
10,wheel,1.0,191
10,complete,1.0,54
5,cycle,0.0,47
5,wheel,1.0,345
5,complete,1.0,193
6,cycle,1.0,734
6,wheel,1.0,321
6,complete,1.0,104
7,cycle,1.0,896
7,wheel,1.0,1092
7,complete,1.0,146
8,cycle,1.0,388
8,wheel,1.0,505
8,complete,1.0,124
9,cycle,0.0,26
9,wheel,1.0,361
9,complete,1.0,217
10,cycle,1.0,411
10,wheel,1.0,140
10,complete,1.0,205
5,cycle,1.0,263
5,wheel,1.0,213
5,complete,1.0,555
6,cycle,1.0,373
6,wheel,1.0,236
6,complete,1.0,193
7,cycle,1.0,387
7,wheel,1.0,288
7,complete,0.0,54
8,cycle,1.0,263
8,wheel,1.0,922
8,complete,0.0,46
9,cycle,1.0,638
9,wheel,1.0,457
9,complete,1.0,129
10,cycle,1.0,861
10,wheel,1.0,1644
10,complete,1.0,69
5,cycle,1.0,594
5,wheel,0.0,46
5,complete,1.0,138
6,cycle,1.0,435
6,wheel,1.0,409
6,complete,1.0,145
7,cycle,1.0,1367
7,wheel,1.0,496
7,complete,1.0,118
8,cycle,1.0,690
8,wheel,1.0,275
8,complete,1.0,51
9,cycle,1.0,1337
9,wheel,1.0,514
9,complete,1.0,91
10,cycle,1.0,1312
10,wheel,1.0,352
10,complete,1.0,321
5,cycle,1.0,244
5,wheel,1.0,180
5,complete,1.0,92
6,cycle,1.0,286
6,wheel,1.0,286
6,complete,1.0,266
7,cycle,0.0,206
7,wheel,1.0,491
7,complete,1.0,114
8,cycle,1.0,710
8,wheel,1.0,208
8,complete,1.0,159
9,cycle,1.0,859
9,wheel,1.0,430
9,complete,0.0,12
10,cycle,1.0,1301
10,wheel,1.0,416
10,complete,1.0,92
5,cycle,0.0,223
