n_agents,shape,conclusion,steps
9,cycle,1.0,741
9,wheel,1.0,157
9,complete,1.0,81
10,cycle,1.0,717
10,wheel,1.0,1479
10,complete,1.0,249
5,cycle,1.0,808
5,wheel,0.0,89
5,complete,0.0,31
6,cycle,1.0,479
6,wheel,1.0,597
6,complete,1.0,109
7,cycle,1.0,1515
7,wheel,1.0,368
7,complete,1.0,126
8,cycle,1.0,625
8,wheel,1.0,586
8,complete,1.0,55
9,cycle,1.0,494
9,wheel,1.0,324
9,complete,1.0,57
10,cycle,1.0,392
10,wheel,1.0,848
10,complete,1.0,146
5,cycle,1.0,1039
5,wheel,1.0,389
5,complete,1.0,279
6,cycle,1.0,324
6,wheel,1.0,115
6,complete,0.0,1
7,cycle,1.0,484
7,wheel,0.0,48
7,complete,1.0,95
8,cycle,1.0,574
8,wheel,1.0,303
8,complete,1.0,99
9,cycle,1.0,1033
9,wheel,1.0,386
9,complete,1.0,126
10,cycle,1.0,821
10,wheel,1.0,423
10,complete,1.0,38
5,cycle,0.0,18
5,wheel,1.0,53
5,complete,0.0,76
6,cycle,1.0,434
6,wheel,1.0,224
6,complete,1.0,274
7,cycle,1.0,481
7,wheel,1.0,317
7,complete,1.0,51
8,cycle,1.0,1590
8,wheel,1.0,364
8,complete,0.0,118
9,cycle,1.0,537
9,wheel,1.0,725
9,complete,1.0,144
10,cycle,1.0,1191
10,wheel,1.0,337
10,complete,1.0,62
5,cycle,1.0,1696
5,wheel,1.0,46
5,complete,1.0,248
6,cycle,1.0,377
6,wheel,0.0,204
6,complete,0.0,5
7,cycle,1.0,715
7,wheel,1.0,635
7,complete,1.0,117
8,cycle,1.0,2081
8,wheel,1.0,463
8,complete,1.0,130
9,cycle,1.0,945
9,wheel,1.0,460
9,complete,1.0,62
10,cycle,1.0,1920
10,wheel,1.0,683
10,complete,1.0,112
5,cycle,1.0,591
5,wheel,1.0,381
5,complete,0.0,2
6,cycle,1.0,341
6,wheel,1.0,122
6,complete,1.0,235
7,cycle,1.0,495
7,wheel,0.0,96
7,complete,0.0,24
8,cycle,1.0,676
8,wheel,1.0,261
8,complete,1.0,128
9,cycle,1.0,559
9,wheel,1.0,732
9,complete,1.0,49
10,cycle,1.0,1235
10,wheel,1.0,501
10,complete,1.0,115
5,cycle,1.0,646
5,wheel,1.0,297
5,complete,0.0,1
6,cycle,1.0,364
6,wheel,1.0,457
6,complete,1.0,123
7,cycle,1.0,464
7,wheel,1.0,261
7,complete,1.0,189
8,cycle,1.0,341
8,wheel,1.0,975
8,complete,1.0,147
9,cycle,1.0,492
9,wheel,1.0,259
9,complete,1.0,51
10,cycle,1.0,874
10,wheel,1.0,263
10,complete,1.0,47
5,cycle,1.0,664
5,wheel,1.0,270
5,complete,0.0,2
6,cycle,0.0,114
6,wheel,1.0,309
6,complete,1.0,85
7,cycle,1.0,265
7,wheel,1.0,382
7,complete,1.0,252
8,cycle,1.0,469
8,wheel,1.0,181
8,complete,1.0,95
9,cycle,1.0,1464
9,wheel,1.0,171
9,complete,1.0,127
10,cycle,1.0,482
10,wheel,1.0,498
10,complete,1.0,218
5,cycle,1.0,300
5,wheel,1.0,576
5,complete,0.0,49
6,cycle,1.0,247
6,wheel,1.0,147
6,complete,1.0,84
7,cycle,1.0,1392
7,wheel,1.0,228
7,complete,1.0,107
8,cycle,1.0,734
8,wheel,1.0,478
8,complete,1.0,588
9,cycle,1.0,149
9,wheel,1.0,252
9,complete,1.0,88
10,cycle,0.0,47
10,wheel,1.0,464
10,complete,0.0,36
5,cycle,1.0,236
5,wheel,1.0,280
5,complete,0.0,12
6,cycle,0.0,62
6,wheel,0.0,249
6,complete,1.0,415
7,cycle,1.0,782
7,wheel,1.0,400
7,complete,1.0,165
8,cycle,1.0,598
8,wheel,1.0,212
8,complete,1.0,41
9,cycle,1.0,359
9,wheel,1.0,778
9,complete,1.0,83
10,cycle,1.0,1387
10,wheel,1.0,1295
10,complete,1.0,168
5,cycle,1.0,690
5,wheel,1.0,165
5,complete,1.0,244
6,cycle,0.0,733
6,wheel,1.0,159
6,complete,1.0,80
7,cycle,1.0,370
7,wheel,0.0,68
7,complete,0.0,20
8,cycle,1.0,452
8,wheel,1.0,773
8,complete,1.0,112
9,cycle,1.0,675
9,wheel,1.0,356
9,complete,1.0,56
10,cycle,1.0,713
10,wheel,1.0,359
10,complete,1.0,79
5,cycle,1.0,472
5,wheel,1.0,615
5,complete,0.0,268
6,cycle,1.0,432
6,wheel,1.0,1311
6,complete,0.0,53
7,cycle,1.0,430
7,wheel,1.0,331
7,complete,0.0,73
8,cycle,1.0,560
8,wheel,1.0,515
8,complete,1.0,74
9,cycle,1.0,702
9,wheel,1.0,718
9,complete,1.0,101
10,cycle,1.0,711
10,wheel,1.0,299
10,complete,1.0,86
5,cycle,1.0,393
5,wheel,1.0,332
5,complete,1.0,106
6,cycle,1.0,197
6,wheel,0.0,10
6,complete,1.0,123
7,cycle,1.0,337
7,wheel,0.0,110
7,complete,1.0,90
8,cycle,1.0,331
8,wheel,1.0,342
8,complete,1.0,68
9,cycle,1.0,567
9,wheel,1.0,420
9,complete,0.0,81
10,cycle,1.0,945
10,wheel,1.0,519
10,complete,1.0,120
5,cycle,1.0,935
5,wheel,1.0,477
5,complete,1.0,514
6,cycle,1.0,259
6,wheel,1.0,317
6,complete,1.0,138
7,cycle,1.0,1035
7,wheel,1.0,203
7,complete,1.0,108
8,cycle,1.0,819
8,wheel,1.0,161
8,complete,0.0,26
9,cycle,1.0,904
9,wheel,1.0,236
9,complete,1.0,284
10,cycle,1.0,386
10,wheel,1.0,693
10,complete,1.0,151
5,cycle,1.0,1641
5,wheel,1.0,204
5,complete,0.0,101
6,cycle,1.0,647
6,wheel,1.0,114
6,complete,1.0,78
7,cycle,1.0,1077
7,wheel,1.0,265
7,complete,1.0,259
8,cycle,0.0,31
8,wheel,1.0,264
8,complete,1.0,191
9,cycle,1.0,2160
9,wheel,1.0,484
9,complete,1.0,272
10,cycle,1.0,801
10,wheel,1.0,625
10,complete,1.0,98
5,cycle,1.0,937
5,wheel,0.0,1
5,complete,0.0,360
6,cycle,1.0,594
6,wheel,1.0,237
6,complete,1.0,261
7,cycle,1.0,1095
7,wheel,1.0,309
7,complete,0.0,37
8,cycle,1.0,802
8,wheel,1.0,443
8,complete,1.0,84
9,cycle,1.0,342
9,wheel,1.0,727
9,complete,1.0,82
10,cycle,1.0,1135
10,wheel,0.0,29
10,complete,0.0,114
5,cycle,1.0,552
5,wheel,0.0,38
5,complete,0.0,1
6,cycle,0.0,30
6,wheel,1.0,401
6,complete,1.0,509
7,cycle,1.0,306
7,wheel,1.0,351
7,complete,1.0,129
8,cycle,1.0,521
8,wheel,1.0,705
8,complete,1.0,65
9,cycle,1.0,499
9,wheel,1.0,286
9,complete,1.0,57
10,cycle,1.0,336
10,wheel,1.0,226
10,complete,1.0,160
5,cycle,1.0,241
5,wheel,1.0,393
5,complete,1.0,252
6,cycle,1.0,285
6,wheel,1.0,210
6,complete,1.0,170
7,cycle,1.0,1186
7,wheel,1.0,452
7,complete,1.0,103
8,cycle,1.0,442
8,wheel,1.0,677
8,complete,1.0,139
9,cycle,1.0,658
9,wheel,1.0,150
9,complete,1.0,368
10,cycle,1.0,540
10,wheel,1.0,337
10,complete,1.0,251
5,cycle,1.0,704
5,wheel,1.0,236
5,complete,1.0,489
6,cycle,0.0,144
6,wheel,1.0,328
6,complete,1.0,74
7,cycle,1.0,872
7,wheel,1.0,194
7,complete,1.0,185
8,cycle,1.0,381
8,wheel,1.0,699
8,complete,0.0,95
9,cycle,1.0,194
9,wheel,1.0,253
9,complete,1.0,90
10,cycle,1.0,676
10,wheel,1.0,531
10,complete,1.0,82
5,cycle,0.0,23
5,wheel,1.0,808
5,complete,1.0,176
6,cycle,1.0,209
6,wheel,1.0,123
6,complete,1.0,86
7,cycle,1.0,284
7,wheel,0.0,12
7,complete,1.0,130
8,cycle,1.0,333
8,wheel,1.0,197
8,complete,1.0,378
9,cycle,1.0,393
9,wheel,1.0,257
9,complete,1.0,142
10,cycle,1.0,1082
10,wheel,1.0,709
10,complete,1.0,183
5,cycle,1.0,518
5,wheel,0.0,35
5,complete,1.0,312
6,cycle,1.0,520
6,wheel,1.0,153
6,complete,1.0,147
7,cycle,1.0,1147
7,wheel,1.0,590
7,complete,1.0,168
8,cycle,1.0,614
8,wheel,1.0,326
8,complete,1.0,128
9,cycle,1.0,1133
9,wheel,1.0,137
9,complete,1.0,100
10,cycle,1.0,808
10,wheel,1.0,395
10,complete,1.0,56
5,cycle,1.0,298
5,wheel,0.0,49
5,complete,1.0,189
6,cycle,1.0,408
6,wheel,1.0,491
6,complete,1.0,153
7,cycle,1.0,693
7,wheel,1.0,121
7,complete,1.0,63
8,cycle,1.0,685
8,wheel,0.0,336
8,complete,0.0,234
9,cycle,1.0,738
9,wheel,1.0,177
9,complete,0.0,47
10,cycle,1.0,761
10,wheel,1.0,726
10,complete,1.0,67
5,cycle,0.0,5
5,wheel,1.0,95
5,complete,1.0,140
6,cycle,0.0,35
6,wheel,1.0,281
6,complete,1.0,74
7,cycle,1.0,269
7,wheel,1.0,199
7,complete,1.0,264
8,cycle,1.0,828
8,wheel,1.0,314
8,complete,1.0,90
9,cycle,1.0,1127
9,wheel,1.0,224
9,complete,1.0,111
10,cycle,1.0,1115
10,wheel,1.0,488
10,complete,1.0,181
5,cycle,1.0,145
5,wheel,1.0,1332
5,complete,1.0,416
6,cycle,1.0,262
6,wheel,1.0,495
6,complete,0.0,11
7,cycle,1.0,503
7,wheel,1.0,453
7,complete,1.0,238
8,cycle,1.0,187
8,wheel,0.0,55
8,complete,1.0,81
9,cycle,1.0,320
9,wheel,1.0,311
9,complete,0.0,21
10,cycle,1.0,1664
10,wheel,1.0,367
10,complete,1.0,507
5,cycle,1.0,1432
5,wheel,1.0,217
5,complete,0.0,89
6,cycle,0.0,1
6,wheel,1.0,216
6,complete,1.0,568
7,cycle,1.0,771
7,wheel,1.0,170
7,complete,1.0,132
8,cycle,1.0,573
8,wheel,1.0,294
8,complete,1.0,256
9,cycle,1.0,836
9,wheel,1.0,414
9,complete,0.0,29
10,cycle,1.0,422
10,wheel,1.0,521
10,complete,1.0,52
5,cycle,1.0,641
5,wheel,1.0,742
5,complete,1.0,213
6,cycle,1.0,453
6,wheel,1.0,130
6,complete,1.0,73
7,cycle,1.0,556
7,wheel,1.0,244
7,complete,1.0,189
8,cycle,1.0,358
8,wheel,1.0,456
8,complete,1.0,69
9,cycle,1.0,521
9,wheel,1.0,732
9,complete,0.0,51
10,cycle,1.0,700
10,wheel,1.0,350
10,complete,1.0,104
5,cycle,0.0,74
5,wheel,1.0,225
5,complete,1.0,446
6,cycle,1.0,440
6,wheel,0.0,65
6,complete,1.0,84
7,cycle,1.0,338
7,wheel,1.0,92
7,complete,1.0,179
8,cycle,1.0,1195
8,wheel,1.0,300
8,complete,1.0,61
9,cycle,1.0,809
9,wheel,1.0,400
9,complete,1.0,289
10,cycle,1.0,1822
10,wheel,1.0,287
10,complete,1.0,177
5,cycle,1.0,630
5,wheel,1.0,1421
5,complete,1.0,150
6,cycle,1.0,1143
6,wheel,1.0,268
6,complete,1.0,297
7,cycle,1.0,403
7,wheel,1.0,201
7,complete,1.0,194
8,cycle,1.0,779
8,wheel,1.0,252
8,complete,0.0,570
9,cycle,1.0,194
9,wheel,1.0,348
9,complete,1.0,87
10,cycle,1.0,348
10,wheel,1.0,246
10,complete,0.0,116
5,cycle,0.0,15
5,wheel,1.0,433
5,complete,1.0,78
6,cycle,1.0,453
6,wheel,1.0,270
6,complete,1.0,314
7,cycle,1.0,618
7,wheel,1.0,144
7,complete,1.0,41
8,cycle,1.0,699
8,wheel,1.0,227
8,complete,1.0,122
9,cycle,1.0,365
9,wheel,1.0,252
9,complete,0.0,217
10,cycle,1.0,809
10,wheel,1.0,373
10,complete,1.0,45
5,cycle,1.0,689
5,wheel,1.0,470
5,complete,1.0,200
6,cycle,0.0,111
6,wheel,1.0,102
6,complete,1.0,178
7,cycle,1.0,311
7,wheel,1.0,381
7,complete,1.0,148
8,cycle,1.0,426
8,wheel,1.0,422
8,complete,1.0,154
9,cycle,1.0,405
9,wheel,1.0,356
9,complete,1.0,66
10,cycle,1.0,533
10,wheel,1.0,1156
10,complete,1.0,65
5,cycle,0.0,105
5,wheel,1.0,686
5,complete,1.0,463
6,cycle,1.0,745
6,wheel,1.0,89
6,complete,1.0,40
7,cycle,1.0,1044
7,wheel,1.0,210
7,complete,1.0,237
8,cycle,1.0,338
8,wheel,1.0,432
8,complete,1.0,115
9,cycle,1.0,534
9,wheel,1.0,97
9,complete,1.0,27
10,cycle,1.0,351
10,wheel,1.0,307
10,complete,1.0,100
5,cycle,1.0,398
5,wheel,1.0,188
5,complete,1.0,214
6,cycle,1.0,530
6,wheel,0.0,18
6,complete,1.0,255
7,cycle,1.0,470
7,wheel,1.0,133
7,complete,1.0,425
8,cycle,1.0,940
8,wheel,1.0,541
8,complete,1.0,99
9,cycle,1.0,842
9,wheel,1.0,569
9,complete,1.0,179
10,cycle,1.0,897
10,wheel,1.0,630
10,complete,1.0,69
5,cycle,1.0,529
5,wheel,1.0,1703
5,complete,0.0,90
6,cycle,1.0,452
6,wheel,1.0,266
6,complete,0.0,78
7,cycle,1.0,418
7,wheel,0.0,55
7,complete,1.0,131
8,cycle,1.0,941
8,wheel,1.0,263
8,complete,1.0,63
9,cycle,1.0,223
9,wheel,1.0,537
9,complete,1.0,356
10,cycle,1.0,956
10,wheel,1.0,234
10,complete,0.0,190
5,cycle,1.0,865
5,wheel,1.0,189
5,complete,1.0,95
6,cycle,0.0,138
6,wheel,1.0,62
6,complete,1.0,95
7,cycle,1.0,910
7,wheel,1.0,435
7,complete,1.0,984
8,cycle,1.0,254
8,wheel,1.0,238
8,complete,1.0,68
9,cycle,1.0,624
9,wheel,1.0,504
9,complete,1.0,427
10,cycle,0.0,53
10,wheel,1.0,441
10,complete,1.0,81
5,cycle,1.0,571
5,wheel,1.0,362
5,complete,1.0,108
6,cycle,1.0,538
6,wheel,0.0,27
6,complete,1.0,122
7,cycle,1.0,597
7,wheel,1.0,59
7,complete,1.0,70
8,cycle,1.0,1418
8,wheel,1.0,120
8,complete,0.0,246
9,cycle,1.0,410
9,wheel,1.0,473
9,complete,1.0,242
10,cycle,1.0,1014
10,wheel,1.0,520
10,complete,1.0,139
5,cycle,1.0,169
5,wheel,0.0,2
5,complete,0.0,216
6,cycle,1.0,292
6,wheel,1.0,93
6,complete,1.0,272
7,cycle,0.0,88
7,wheel,1.0,332
7,complete,1.0,152
8,cycle,1.0,830
8,wheel,1.0,277
8,complete,1.0,159
9,cycle,1.0,536
9,wheel,1.0,327
9,complete,0.0,38
10,cycle,0.0,5
10,wheel,1.0,374
10,complete,1.0,131
5,cycle,1.0,461
5,wheel,1.0,109
5,complete,1.0,97
6,cycle,1.0,795
6,wheel,1.0,342
6,complete,1.0,124
7,cycle,1.0,937
7,wheel,1.0,347
7,complete,1.0,208
8,cycle,1.0,577
8,wheel,1.0,133
8,complete,1.0,431
9,cycle,1.0,381
9,wheel,1.0,93
9,complete,1.0,209
10,cycle,1.0,358
10,wheel,1.0,318
10,complete,1.0,122
5,cycle,1.0,281
5,wheel,1.0,92
5,complete,0.0,32
6,cycle,0.0,18
6,wheel,1.0,935
6,complete,1.0,171
7,cycle,1.0,392
7,wheel,1.0,584
7,complete,0.0,178
8,cycle,1.0,714
8,wheel,1.0,491
8,complete,1.0,146
9,cycle,1.0,602
9,wheel,1.0,268
9,complete,1.0,219
10,cycle,1.0,697
10,wheel,1.0,395
10,complete,1.0,181
5,cycle,1.0,975
5,wheel,1.0,70
5,complete,1.0,140
6,cycle,1.0,738
6,wheel,1.0,164
6,complete,1.0,148
7,cycle,1.0,507
7,wheel,1.0,146
7,complete,1.0,269
8,cycle,1.0,556
8,wheel,1.0,292
8,complete,1.0,197
9,cycle,1.0,1495
9,wheel,1.0,81
9,complete,1.0,73
10,cycle,1.0,1780
10,wheel,1.0,278
10,complete,1.0,157
5,cycle,1.0,1460
5,wheel,1.0,397
5,complete,1.0,81
6,cycle,1.0,552
6,wheel,1.0,179
6,complete,1.0,172
7,cycle,0.0,80
7,wheel,1.0,411
7,complete,1.0,81
8,cycle,1.0,835
8,wheel,1.0,257
8,complete,1.0,191
9,cycle,1.0,889
9,wheel,1.0,769
9,complete,1.0,85
10,cycle,1.0,499
10,wheel,1.0,324
10,complete,1.0,165
5,cycle,1.0,913
5,wheel,0.0,1
5,complete,1.0,71
6,cycle,1.0,909
6,wheel,0.0,107
6,complete,1.0,155
7,cycle,1.0,543
7,wheel,1.0,174
7,complete,0.0,145
8,cycle,0.0,63
8,wheel,1.0,303
8,complete,1.0,267
9,cycle,0.0,261
9,wheel,1.0,203
9,complete,1.0,123
10,cycle,1.0,787
10,wheel,1.0,261
10,complete,1.0,173
5,cycle,1.0,139
5,wheel,1.0,344
5,complete,1.0,81
6,cycle,1.0,281
6,wheel,1.0,259
6,complete,1.0,64
7,cycle,0.0,1
7,wheel,1.0,257
7,complete,1.0,134
8,cycle,1.0,712
8,wheel,1.0,271
8,complete,1.0,76
9,cycle,0.0,67
9,wheel,1.0,357
9,complete,1.0,116
10,cycle,1.0,456
10,wheel,1.0,218
10,complete,1.0,45
5,cycle,1.0,220
5,wheel,0.0,3
5,complete,1.0,486
6,cycle,1.0,491
6,wheel,1.0,224
6,complete,1.0,265
7,cycle,1.0,178
7,wheel,1.0,360
7,complete,1.0,263
8,cycle,1.0,1001
8,wheel,1.0,432
8,complete,1.0,293
9,cycle,1.0,770
9,wheel,1.0,187
9,complete,1.0,122
10,cycle,1.0,1430
10,wheel,1.0,339
10,complete,1.0,56
5,cycle,1.0,934
5,wheel,1.0,269
5,complete,1.0,224
6,cycle,1.0,521
6,wheel,1.0,202
6,complete,1.0,246
7,cycle,1.0,153
7,wheel,1.0,324
7,complete,1.0,49
8,cycle,1.0,343
8,wheel,1.0,182
8,complete,1.0,220
9,cycle,1.0,676
9,wheel,1.0,188
9,complete,1.0,237
10,cycle,1.0,1348
10,wheel,1.0,201
10,complete,1.0,133
5,cycle,0.0,1
5,wheel,1.0,267
5,complete,0.0,111
6,cycle,1.0,641
6,wheel,0.0,142
6,complete,1.0,97
7,cycle,1.0,427
7,wheel,1.0,142
7,complete,1.0,246
8,cycle,1.0,878
8,wheel,1.0,791
8,complete,1.0,75
9,cycle,1.0,880
9,wheel,1.0,197
9,complete,1.0,330
10,cycle,1.0,1633
10,wheel,1.0,401
10,complete,1.0,85
5,cycle,1.0,415
5,wheel,1.0,456
5,complete,1.0,203
6,cycle,1.0,812
6,wheel,1.0,119
6,complete,1.0,271
7,cycle,1.0,165
7,wheel,1.0,112
7,complete,1.0,181
8,cycle,1.0,887
8,wheel,1.0,213
8,complete,1.0,291
9,cycle,1.0,447
9,wheel,1.0,486
9,complete,1.0,209
10,cycle,1.0,989
10,wheel,1.0,471
10,complete,1.0,69
5,cycle,1.0,451
5,wheel,1.0,228
5,complete,1.0,127
6,cycle,0.0,1
6,wheel,1.0,491
6,complete,0.0,164
7,cycle,1.0,315
7,wheel,1.0,172
7,complete,1.0,91
8,cycle,1.0,1361
8,wheel,1.0,112
8,complete,1.0,187
9,cycle,1.0,666
9,wheel,1.0,547
9,complete,1.0,62
10,cycle,1.0,1335
10,wheel,1.0,408
10,complete,1.0,53
5,cycle,1.0,630
5,wheel,1.0,223
5,complete,1.0,472
6,cycle,1.0,125
6,wheel,1.0,324
6,complete,0.0,1
7,cycle,1.0,790
7,wheel,1.0,420
7,complete,0.0,94
8,cycle,1.0,771
8,wheel,1.0,325
8,complete,1.0,31
9,cycle,1.0,403
9,wheel,1.0,1173
9,complete,1.0,312
10,cycle,1.0,408
10,wheel,1.0,541
10,complete,1.0,125
5,cycle,1.0,1933
5,wheel,1.0,144
5,complete,1.0,314
6,cycle,1.0,350
6,wheel,0.0,25
6,complete,1.0,180
7,cycle,1.0,315
7,wheel,1.0,390
7,complete,1.0,128
8,cycle,1.0,1458
8,wheel,1.0,316
8,complete,1.0,73
9,cycle,1.0,981
9,wheel,1.0,336
9,complete,1.0,172
10,cycle,1.0,696
10,wheel,1.0,315
10,complete,1.0,111
5,cycle,1.0,586
5,wheel,1.0,784
5,complete,1.0,338
6,cycle,1.0,196
6,wheel,1.0,135
6,complete,1.0,59
7,cycle,1.0,1007
7,wheel,1.0,144
7,complete,0.0,53
8,cycle,1.0,633
8,wheel,1.0,387
8,complete,1.0,146
9,cycle,1.0,274
9,wheel,1.0,769
9,complete,1.0,70
10,cycle,1.0,470
10,wheel,1.0,266
10,complete,1.0,134
5,cycle,0.0,73
5,wheel,1.0,110
5,complete,1.0,145
6,cycle,1.0,1152
6,wheel,1.0,234
6,complete,1.0,115
7,cycle,1.0,989
7,wheel,1.0,163
7,complete,1.0,67
8,cycle,1.0,405
8,wheel,1.0,326
8,complete,1.0,70
9,cycle,1.0,532
9,wheel,1.0,440
9,complete,1.0,190
10,cycle,1.0,866
10,wheel,1.0,141
10,complete,1.0,335
5,cycle,1.0,144
5,wheel,1.0,249
5,complete,1.0,211
6,cycle,1.0,740
6,wheel,1.0,797
6,complete,0.0,1
7,cycle,1.0,809
7,wheel,1.0,146
7,complete,1.0,91
8,cycle,1.0,399
8,wheel,1.0,132
8,complete,1.0,81
9,cycle,1.0,861
9,wheel,1.0,443
9,complete,1.0,90
10,cycle,1.0,1246
10,wheel,1.0,359
10,complete,1.0,57
5,cycle,1.0,193
5,wheel,1.0,241
5,complete,1.0,81
6,cycle,1.0,708
6,wheel,1.0,519
6,complete,1.0,135
7,cycle,1.0,914
7,wheel,0.0,216
7,complete,0.0,62
8,cycle,1.0,1760
8,wheel,1.0,823
8,complete,1.0,124
9,cycle,1.0,1184
9,wheel,1.0,459
9,complete,1.0,205
10,cycle,1.0,965
10,wheel,1.0,511
10,complete,1.0,142
5,cycle,1.0,480
5,wheel,1.0,48
5,complete,0.0,626
6,cycle,0.0,103
6,wheel,0.0,251
6,complete,0.0,185
7,cycle,1.0,235
7,wheel,1.0,110
7,complete,1.0,281
8,cycle,1.0,869
8,wheel,1.0,182
8,complete,1.0,92
9,cycle,1.0,1307
9,wheel,1.0,156
9,complete,0.0,29
10,cycle,1.0,2068
10,wheel,0.0,3
10,complete,0.0,76
5,cycle,0.0,18
5,wheel,1.0,148
5,complete,1.0,146
6,cycle,1.0,266
6,wheel,0.0,72
6,complete,1.0,105
7,cycle,0.0,5
7,wheel,1.0,252
7,complete,1.0,219
8,cycle,1.0,487
8,wheel,1.0,713
8,complete,1.0,57
9,cycle,1.0,1156
9,wheel,1.0,1801
9,complete,1.0,371
10,cycle,1.0,839
10,wheel,1.0,595
10,complete,1.0,155
5,cycle,1.0,151
5,wheel,1.0,285
5,complete,1.0,190
6,cycle,1.0,565
6,wheel,1.0,143
6,complete,0.0,94
7,cycle,1.0,515
7,wheel,0.0,10
7,complete,1.0,87
8,cycle,1.0,1486
8,wheel,1.0,318
8,complete,0.0,198
9,cycle,1.0,435
9,wheel,1.0,1143
9,complete,1.0,73
10,cycle,1.0,1349
10,wheel,1.0,596
10,complete,0.0,31
5,cycle,1.0,174
5,wheel,1.0,345
5,complete,1.0,236
6,cycle,1.0,722
6,wheel,1.0,358
6,complete,1.0,68
7,cycle,1.0,475
7,wheel,1.0,361
7,complete,1.0,257
8,cycle,1.0,758
8,wheel,1.0,259
8,complete,1.0,533
9,cycle,1.0,1482
9,wheel,1.0,369
9,complete,1.0,85
10,cycle,1.0,1065
10,wheel,1.0,222
10,complete,1.0,265
5,cycle,1.0,856
5,wheel,1.0,162
5,complete,1.0,94
6,cycle,1.0,976
6,wheel,1.0,397
6,complete,1.0,65
7,cycle,0.0,7
7,wheel,1.0,1694
7,complete,0.0,168
8,cycle,1.0,285
8,wheel,1.0,1710
8,complete,1.0,142
9,cycle,1.0,1315
9,wheel,1.0,226
9,complete,1.0,24
10,cycle,1.0,1029
10,wheel,1.0,172
10,complete,1.0,59
5,cycle,1.0,393
5,wheel,1.0,168
5,complete,1.0,79
6,cycle,1.0,602
6,wheel,1.0,484
6,complete,0.0,178
7,cycle,1.0,743
7,wheel,1.0,149
7,complete,1.0,363
8,cycle,1.0,390
8,wheel,0.0,6
8,complete,1.0,74
9,cycle,1.0,1078
9,wheel,1.0,1031
9,complete,1.0,62
10,cycle,1.0,1113
10,wheel,1.0,335
10,complete,1.0,70
5,cycle,1.0,102
5,wheel,1.0,281
5,complete,1.0,945
6,cycle,1.0,182
6,wheel,1.0,1083
6,complete,1.0,380
7,cycle,1.0,462
7,wheel,1.0,304
7,complete,1.0,300
8,cycle,1.0,339
8,wheel,1.0,109
8,complete,1.0,131
9,cycle,1.0,995
9,wheel,1.0,289
9,complete,1.0,225
10,cycle,1.0,892
10,wheel,1.0,436
10,complete,1.0,311
5,cycle,1.0,584
5,wheel,1.0,478
5,complete,1.0,127
6,cycle,1.0,585
6,wheel,1.0,490
6,complete,1.0,117
7,cycle,1.0,1191
7,wheel,1.0,424
7,complete,1.0,150
8,cycle,1.0,898
8,wheel,1.0,337
8,complete,1.0,475
9,cycle,1.0,196
9,wheel,1.0,238
9,complete,1.0,160
10,cycle,1.0,1402
10,wheel,1.0,307
10,complete,1.0,139
5,cycle,1.0,505
5,wheel,1.0,487
5,complete,1.0,120
6,cycle,1.0,780
6,wheel,1.0,611
6,complete,1.0,225
7,cycle,1.0,456
7,wheel,1.0,404
7,complete,1.0,124
8,cycle,1.0,1426
8,wheel,1.0,524
8,complete,1.0,239
9,cycle,1.0,1028
9,wheel,1.0,884
9,complete,1.0,255
10,cycle,1.0,2369
10,wheel,1.0,356
10,complete,1.0,106
5,cycle,1.0,716
5,wheel,1.0,315
5,complete,0.0,1
6,cycle,1.0,1300
6,wheel,1.0,242
6,complete,1.0,475
7,cycle,1.0,158
7,wheel,1.0,247
7,complete,1.0,68
8,cycle,1.0,2173
8,wheel,1.0,669
8,complete,1.0,80
9,cycle,1.0,464
9,wheel,1.0,537
9,complete,1.0,27
10,cycle,1.0,237
10,wheel,1.0,254
10,complete,1.0,72
5,cycle,0.0,40
5,wheel,0.0,12
5,complete,1.0,426
6,cycle,1.0,690
6,wheel,1.0,570
6,complete,1.0,149
7,cycle,1.0,523
7,wheel,1.0,263
7,complete,1.0,75
8,cycle,1.0,473
8,wheel,1.0,216
8,complete,1.0,127
9,cycle,1.0,120
9,wheel,1.0,191
9,complete,1.0,88
10,cycle,1.0,717
10,wheel,1.0,186
10,complete,0.0,18
5,cycle,0.0,271
5,wheel,1.0,390
5,complete,0.0,1
6,cycle,1.0,1018
6,wheel,1.0,962
6,complete,1.0,113
7,cycle,1.0,845
7,wheel,1.0,504
7,complete,1.0,34
8,cycle,1.0,307
8,wheel,1.0,679
8,complete,0.0,61
9,cycle,1.0,629
9,wheel,1.0,225
9,complete,0.0,40
10,cycle,1.0,483
10,wheel,1.0,470
10,complete,1.0,176
5,cycle,1.0,512
5,wheel,1.0,166
5,complete,1.0,124
6,cycle,1.0,450
6,wheel,1.0,287
6,complete,0.0,8
7,cycle,1.0,199
7,wheel,1.0,283
7,complete,1.0,171
8,cycle,1.0,1620
8,wheel,1.0,202
8,complete,1.0,44
9,cycle,1.0,271
9,wheel,1.0,487
9,complete,1.0,95
10,cycle,1.0,1272
10,wheel,1.0,321
10,complete,1.0,179
5,cycle,1.0,490
5,wheel,1.0,266
5,complete,1.0,123
6,cycle,1.0,850
6,wheel,1.0,307
6,complete,1.0,42
7,cycle,1.0,409
7,wheel,1.0,382
7,complete,1.0,119
8,cycle,1.0,533
8,wheel,0.0,82
8,complete,1.0,145
9,cycle,1.0,796
9,wheel,1.0,872
9,complete,1.0,331
